,Left_Time,total_distance_x,Match-1,Match-2,left_time,work_time,to_dp_time,to_dp_distance,total_distance_y,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28
0,66.17174732648104,140.42276443970906,Temp_Route0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81.71110839975852,86.70963104282716,Temp_Route1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,152.2389223913499,73.30470067154391,Temp_Route2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,211.4965956104105,79.26438758467135,Temp_Route3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,229.67519207880022,79.75915479800581,Temp_Route4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.8388667402698236,207.77005174899165,Temp_Route999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4.3565603872319905,194.22949911533766,Temp_Route998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8.93261712065394,134.0616394344061,Temp_Route997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14.03310830063701,142.93334480065874,Temp_Route996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,68.47874630702954,136.70255333218972,Temp_Route995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13.857365030680668,160.12739499772215,Temp_Route994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.91357736957697,139.29329887854934,Temp_Route993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.005588910121368,210.87227355256593,Temp_Route992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32.31410656396779,108.8191884805661,Temp_Route991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,27.51689746030177,99.46372274913683,Temp_Route990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9.346752057589715,109.34563743555432,Temp_Route989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1.5641573459877556,131.02087395736908,Temp_Route988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,32.07191389028674,138.79138356399943,Temp_Route987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
