,Left_Time,total_distance_x,Match-1,Match-2,left_time,work_time,to_dp_time,to_dp_distance,total_distance_y,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24
1,26.55423162096546,163.6244008381403,Temp_Route999,,26.55423162096546,999.0,131.4351160347832,65.00381768695686,163.6244008381403,안산-1285,안산-1289,안산-1249,안산-1260,안산-1253,안산-1402,안산-1390,안산-1381,안산-1382,안산-1405,안산-1397,안산-497,안산-493,안산-503, , , , , , , , , , 
2,68.99047036121289,154.40348030513164,Temp_Route998,,68.99047036121289,999.0,118.6509565692773,57.54639133207843,154.40348030513164,안산-1700,안산-209,안산-222,안산-218,안산-200,안산-233,안산-237,안산-1706,안산-1709,안산-1713,안산-1712,안산-1707, , , , , , , , , , , , 
3,4.55684058717809,154.8123363523556,Temp_Route997,,4.55684058717809,999.0,78.32908669570706,34.02530057249579,154.8123363523556,안산-241,안산-225,안산-201,안산-204,안산-1267,안산-765,안산-643,안산-729,안산-739,안산-710,안산-723,안산-343,안산-465,안산-625,안산-619,안산-615,안산-546,안산-351,안산-362, , , , , 
4,6.08004814923062,164.15640176901664,Temp_Route996,,6.08004814923062,999.0,80.07149461846156,35.041705194102576,164.15640176901664,안산-1280,안산-104,안산-105,안산-124,안산-987,안산-966,안산-986,안산-1025,안산-1005,안산-1018,안산-991,안산-969,안산-992,안산-979,안산-1346,안산-1326,안산-1335,안산-1323, , , , , , 
5,7.746318493133536,156.77557362890218,Temp_Route995,,7.746318493133536,999.0,66.29135387188211,27.003289758597898,156.77557362890218,안산-1185,안산-1195,안산-1187,안산-1662,안산-1675,안산-1653,안산-1680,안산-1304,안산-1314,안산-1295,안산-1307,안산-1759,안산-1739,안산-1755,안산-1768,안산-1721,안산-1746,안산-1727,안산-1075,안산-1073, , , , 
6,15.828383391731485,130.43523767237832,Temp_Route994,,15.828383391731485,999.0,107.1092427216137,50.81372492094132,130.43523767237832,안산-1410,안산-462,안산-471,안산-467,안산-452,안산-472,안산-457,안산-924,안산-917,안산-926,안산-513,안산-514,안산-402,안산-658,안산-374,안산-382,안산-354,안산-661,안산-906,안산-871,안산-870,안산-880, , 
7,26.54602287924193,118.48238124466822,Temp_Route993,,26.54602287924193,999.0,96.77846334531556,44.787436951434074,118.48238124466822,안산-211,안산-216,안산-681,안산-682,안산-702,안산-686,안산-679,안산-886,안산-879,안산-910,안산-899,안산-894,안산-890,안산-804,안산-811,안산-583,안산-561,안산-566,안산-605,안산-564,안산-559,안산-597,안산-596,안산-604
8,0.7034285337454786,173.55246977606924,Temp_Route992,,0.7034285337454786,999.0,67.79639555089571,27.8812307380225,173.55246977606924,안산-1661,안산-1758,안산-1740,안산-1729,안산-1153,안산-1169,안산-1154,안산-1083,안산-1033,안산-1079,안산-1098,안산-1097,안산-1235,안산-1241,안산-1243,안산-1374,안산-1202,안산-1209, , , , , , 
9,9.435353623853906,112.88140160852477,Temp_Route991,,9.435353623853906,999.0,76.75784088207695,33.10874051454489,112.88140160852477,안산-853,안산-909,안산-887,안산-707,안산-838,안산-849,안산-859,안산-826,안산-825,안산-829,안산-590,안산-602,안산-548,안산-541,안산-544,안산-823,안산-774,안산-790,안산-431,안산-419,안산-425,안산-413,안산-417,안산-433
10,8.411134999941993,128.95302572619966,Temp_Route990,,8.411134999941993,999.0,57.28233022501735,21.748025964593452,128.95302572619966,안산-25,안산-24,안산-78,안산-962,안산-963,안산-959,안산-265,안산-277,안산-302,안산-273,안산-261,안산-256,안산-258,안산-1127,안산-1141,안산-1593,안산-1588,안산-1568,안산-1459,안산-1442,안산-1543,안산-1474,안산-1530, 
11,7.771952111579367,146.8692154760161,Temp_Route989,,7.771952111579367,999.0,35.279351084664064,8.912954799387371,146.8692154760161,안산-1355,안산-1321,안산-1200,안산-1242,안산-1231,안산-436,안산-94,안산-88,안산-363,안산-333,안산-1608,안산-1515,안산-1522,안산-1519,안산-1513,안산-1511,안산-1524,안산-1510, , , , , , 
