,Left_Time,total_distance_x,Match-1,Match-2,left_time,work_time,to_dp_time,to_dp_distance,total_distance_y,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25
0,39.499496829772674,130.81104511205902,Temp_Route0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59.63082532706483,95.04628513067054,Temp_Route1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,132.2842308126752,127.00086535927285,Temp_Route2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,134.4171810628337,84.9233110466804,Temp_Route3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,174.42229308798625,101.0528915607715,Temp_Route4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13.965860526931895,202.76771673568547,Temp_Route999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14.894665952821082,180.725060491667,Temp_Route998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.941779503616184,194.57927569767276,Temp_Route997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,35.66208213089142,153.4429828938105,Temp_Route996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,39.48623853702921,142.53557781711942,Temp_Route995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12.398753103792913,143.00796145671777,Temp_Route994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8.311429264404605,139.70911778292827,Temp_Route993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,93.6774420897747,102.65412156076732,Temp_Route992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57.038752932882375,109.22333536475048,Temp_Route991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,105.67780558650463,98.94274612299907,Temp_Route990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5.940544064239642,157.12343261761458,Temp_Route989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8.30769944984008,121.89392410476144,Temp_Route988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
