,left_time,work_time,to_dp_time,to_dp_distance,total_distance,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24
0,123.77453473268392,999.0,177.38033059080436,91.80519284463588,153.32252909121632,안산-4,안산-1698,안산-1692,안산-1697, , , , , , , , , , , , , , , , , , , , 
1,97.80712867019446,999.0,128.4352379160004,63.253888784333576,154.91458486752265,안산-1699,안산-1287,안산-249,안산-250,안산-253,안산-1261, , , , , , , , , , , , , , , , , , 
2,88.3940076605216,999.0,123.55681399547599,60.408141497361,120.66399350807869,안산-1250,안산-1377,안산-1385,안산-480,안산-481,안산-469,안산-477,안산-492,안산-483,안산-831,안산-934,안산-683,안산-695,안산-677,안산-694,안산-707,안산-920, , , , , , , 
3,12.447791165666008,999.0,62.943702777100526,25.050493286641974,165.54307391569853,안산-1283,안산-105,안산-118,안산-126,안산-108,안산-124,안산-122,안산-1345,안산-1020,안산-1363,안산-1333,안산-1356,안산-1326,안산-1324,안산-1329,안산-1063,안산-1044, , , , , , , 
4,3.368810171750539,999.0,109.05847879743938,51.950779298506305,124.54824512256963,안산-1704,안산-609,안산-731,안산-719,안산-716,안산-724,안산-713,안산-733,안산-1007,안산-1010,안산-981,안산-1002,안산-989,안산-997,안산-1012,안산-1027,안산-726,안산-710,안산-332,안산-421,안산-636,안산-639,안산-409,안산-321
5,52.18597160195558,999.0,78.6742183968642,34.226627398170784,113.50607994361,안산-460,안산-470,안산-688,안산-685,안산-692,안산-697,안산-518,안산-517,안산-526,안산-379,안산-927,안산-902,안산-812,안산-553,안산-784,안산-786,안산-771,안산-778,안산-770,안산-412,안산-789,안산-795, , 
6,65.2971185701349,999.0,80.19271744397776,35.11241850898703,106.85755638993837,안산-652,안산-84,안산-1218,안산-1237,안산-1212,안산-1230,안산-1239,안산-1229,안산-1370,안산-1376,안산-158,안산-1223,안산-101,안산-92,안산-446,안산-447,안산-90,안산-93,안산-419,안산-790,안산-355, , , 
